#  id  gal_type   ra          dec       redshift  log_luminosity  color      radius     b_over_a   pos_angle   bulge_fract   sersic_n    r_bulge     r_disk
 2612     2    155.69307    37.67347     0.02260     9.66679     0.66744     1.98522     0.66410    56.41020     0.31034     0.24530     0.73651     3.20480
 2618     2    204.17813    39.20510     0.06132    10.63289     0.45699     3.46129     0.95582   -45.00020     0.35715     1.02500     0.82757     6.48360
 2621     3    134.21395    27.27010     0.01855     9.68354     0.50603     1.49555     0.45528   -86.37080     0.43630     1.37000     0.61094     2.69214
 2622     2    261.11995    60.00148     0.02682    10.08282     0.47087     2.24771     0.51601    48.54930     0.40370     4.30730     1.00061     3.69014
 2626     3    204.15019    43.37337     0.05252    10.35951     0.52969     5.42513     0.47511   -41.34030     0.24300     0.46410     0.82810     7.53346
 2627     4    157.34358    43.17059     0.02726    10.01651     0.60977     2.46973     0.60839   -22.90670     0.08517     0.44780     1.24511     2.66804
 2628     4    212.52943    46.43956     0.02627     9.88783     0.69881    10.97264     0.10822    20.35090     0.13478     1.15800     4.84146    11.85338
 2631     1    123.50620    52.75245     0.07068    10.84186     0.48457     6.14689     0.78652   -19.04190     0.68431     8.00000     5.69577     6.53366
 2632     1    167.09624    44.15032     0.05870    11.02076     0.45046     6.46209     0.91789   -64.18620     0.70277     4.98530     4.64125     9.69434
 2633     1    122.29601    19.66066     0.04350    10.08207     0.49567     2.66551     0.82270   -54.06910     0.71184     4.85520     1.51503     7.87452
 2634     4    144.47599    50.98910     0.13852    11.22404     0.51461    13.15703     0.90110    25.75530     0.12248     0.91830     1.26748    15.01818
 2635     1    183.15211    45.62519     0.06581    11.08867     0.42978     7.86023     0.95397   -66.42220     0.89531     4.61470     7.22059    18.96215
 2636     4    117.54378    30.68509     0.01478     9.12435     0.88169     3.33203     0.76721   -86.45640     0.54250     1.00000     3.20219     4.69313
 2640     3    129.69329    24.87040     0.02959     9.44441     0.47341     2.76660     0.36030   -89.02880     0.12183     2.64220     2.32058     3.28477
 2642     2    119.35684    27.44038     0.02667     9.60146     0.56420     1.73480     0.58217    63.00740     0.46384     2.24300     0.79930     2.91287
 2647     3    166.65570    46.03878     0.02499    10.11512     0.49976     2.69370     0.62982    79.62580     0.43491     0.88580     1.84196     4.12380
 2648     4    257.44943    36.53725     0.03597     9.52306     0.64364     1.74765     0.70879    85.94890     0.33550     0.37080     1.17172     2.35401
 2650     2    260.13345    28.10085     0.08245    10.83202     0.44308     3.92181     0.57874    19.73070     0.35013     1.31010     0.83787     6.82285
 2652     1    237.67102    42.63877     0.06863    10.77159     0.42266     9.40388     0.77871    14.82790     0.80800     5.72490     7.87918    13.46731
 2653     2    157.23114    40.78416     0.04298    10.06131     0.47261     2.44723     0.59259    74.35270     0.41631     3.49950     0.83847     4.04842
 2655     4    219.74286    47.30792     0.02701    10.00524     0.76156     2.21771     0.91467    27.60900     0.22139     0.80700     0.72268     2.99698
 2659     1    239.97495    44.70899     0.04170    10.74405     0.48338     6.05974     0.74733    74.70370     0.90160     4.48890     5.47697    12.11740
 2662     2    204.89137    25.55610     0.02640    10.12645     0.48744     2.19984     0.68861    29.41890     0.42360     2.66790     1.02396     3.41615
 2664     2     54.09596    -0.88266     0.02356     9.69473     0.49757     0.89470     0.69841   -41.76380     0.44651     1.98470     0.20582     2.25916
 2665     1    243.73747    30.75408     0.09592    11.03029     0.54015     9.40957     0.90353   -73.26980     0.94005     6.37530     8.54814    21.87831
 2668     2    245.52465    50.01685     0.05655    10.92853     0.45565     7.07602     0.37928   -24.38090     0.36323     1.63800     1.24893    12.79216
 2669     3    165.83329    50.75531     0.02089     9.13205     0.59042     1.29638     0.22839   -65.03020     0.00155     1.21710     0.00071     3.40532
 2670     2    120.40405    18.88517     0.03912    10.59447     0.45443     4.29036     0.62281    30.78620     0.47963     2.46620     1.30546     9.46516
 2672     1    178.93811    44.89546     0.07146    11.19109     0.33300    17.50898     0.68397   -49.37010     0.61608     4.22100     6.15871    56.46869
 2677     1    116.85491    43.91862     0.03173    10.23770     0.50309     1.07631     0.85636   -67.45870     0.40662     1.04900     0.36009     2.19911
 2681     4    121.70479    26.16897     0.02387     9.40353     0.55888     1.95027     0.58877   -73.24690     0.15219     0.10000     1.36672     2.27620
 2683     2    195.04339    27.59500     0.01864     9.42070     0.51233     1.60705     0.69923    74.14980     0.14442     1.06520     0.25952     1.88657
 2685     1     47.18932     0.67482     0.13454    11.18638     0.30645    17.10252     0.90161   -32.88910     0.92181     8.00000    19.75639    10.47721
 2687     4    124.38507    28.35783     0.01985     9.55670     0.76987     1.76382     0.72600    65.76590     0.34491     1.00900     0.96027     2.30380
 2688     4    221.43798    51.58082     0.02961    10.74785     0.48908     5.08072     0.70486    -9.01850     0.36158     2.08000     1.53871     8.11509
 2691     1    164.66263    50.19034     0.02539    10.05116     0.51071     2.23694     0.92347   -82.52220     0.62615     3.74200     1.42238     3.78872
 2693     2    118.37030    39.29971     0.04261     9.95019     0.53910     2.30315     0.45404    59.16860     0.57592     1.91800     0.84568     7.51115
 2694     3    139.71334    27.61236     0.02605     9.04815     0.50666     2.30430     0.27154     0.51100     0.08217     0.10000     1.17208     4.22044
 2697     4    126.31039    25.01610     0.02195     9.76320     0.65642     2.43465     0.67271   -22.91210     0.07565     0.93220     0.76080     2.61818
 2698     4    246.31620    30.32414     0.05280    10.60981     0.72136     7.31520     0.83296   -13.28620     0.12426     1.00000     1.11100     8.10670
 2699     3    258.53026    57.47743     0.02683     9.59806     0.52443     2.58400     0.47359    61.39360     0.11191     0.10000     1.72830     2.82928
 2700     1    255.84848    37.63247     0.03197    10.29951     0.50819     3.64246     0.79265    57.32710     0.85934     4.71440     3.88271     3.14862
 2701     2     47.11019     0.55511     0.03122    10.26903     0.45032     2.52286     0.45583    16.74190     0.58170     0.99500     1.39597     6.76969
 2702     2    167.04968    42.11969     0.03619    10.55014     0.45772     4.64897     0.37874    20.24430     0.58679     2.19120     1.94874     9.69033
 2703     3     42.38743    -0.78444     0.02368     9.58295     0.65920     2.62358     0.74784    64.16540     0.26115     0.90000     1.04221     3.64318
 2707     2    198.49158    45.70446     0.02521    10.27419     0.64742     3.19700     0.77596    46.19090     0.72538     5.56890     3.18462     3.21092
 2711     3    119.28998    26.64860     0.02208     9.59355     0.65358     2.03905     0.85597    54.94410     0.65649     1.97030     2.57783     1.59201
 2719     4    241.41644    46.84656     0.05707    10.56568     0.49447     6.34345     0.77443    79.36740     0.23233     3.41210     0.74423     8.42616
 2723     2    357.12766     0.36051     0.03793     9.79583     0.49701     1.97257     0.69945    -1.41240     0.38842     2.17090     0.49511     3.62865
 2724     2     51.58067    -0.63132     0.03712     9.48907     0.40788     1.48280     0.72464    80.13360     0.34291     6.61660     1.15325     2.19869
 2728     3    117.99588    21.70878     0.04987    10.29509     0.51634     3.76346     0.39520   -17.21410     0.46607     0.88790     1.76518     6.09484
 2729     4    121.27241    40.17456     0.05006    10.99326     0.47416     8.51880     0.80160   -54.36540     0.42555     2.87600     2.42945    16.44260
 2731     2    131.12817    23.29564     0.02540    10.16972     0.46891     2.48917     0.82843   -13.95670     0.56310     3.50980     1.15503     5.00103
 2732     1    117.95015    46.05198     0.05360    10.89427     0.53878     9.79534     0.62864    77.55520     0.63615     4.79340     4.09849    22.71555
 2739     2    118.49619    29.57939     0.10241    11.08369     0.46558     6.69406     0.89529    75.90400     0.28209     2.12120     2.02128     9.49600
 2744     3    333.05205    12.20519     0.02751    10.08981     0.58447     2.69443     0.75776    88.28160     0.48290     1.00000     1.85542     3.40947
 2750     1    246.43176    49.31424     0.04787    10.85703     0.43439     7.78786     0.76394   -67.10190     0.87054     5.57930     7.21618     7.78895
 2751     3    118.31817    35.57258     0.04575    10.12944     0.64191     2.32329     0.89890    -8.35030     0.24079     0.58200     1.26148     3.03914
 2754     1    325.16135    11.72274     0.09016    10.87251     0.42061     6.14629     0.85175    34.98440     0.83357     5.19030     5.58526     7.31507
 2755     2     44.62547     0.79423     0.04288     9.96987     0.48044     2.36874     0.65211    47.92960     0.55130     2.04160     1.01183     6.60794
 2757     3    111.60286    43.04856     0.02528     9.31692     0.57047     2.18401     0.35305   -10.98740     0.46137     2.42590     0.83214     4.02333
 2769     3    156.79724    36.86746     0.05051    10.49742     0.60469     2.96738     0.91429   -52.23860     0.64526     1.07500     1.98613     8.85739
 2774     3    204.01183    22.63373     0.03246    10.46014     0.51344     4.03380     0.53210   -69.10090     0.23533     1.33600     0.60659     5.56088
 2775     2    247.53065    23.92596     0.01485     9.15673     0.57230     1.01229     0.72247     6.65210     0.30688     0.34930     0.89971     1.32381
 2777     1    143.94066    49.02321     0.11462    11.19457     0.33547    18.45496     0.65038    46.59560     0.68016     4.90340     7.05044    67.41169
 2778     3    194.99003    28.06509     0.01947     9.20039     0.55366     1.57249     0.97283    31.02160     0.48258     1.02360     1.25725     2.50681
 2780     3    258.60862    33.42069     0.03841     9.63266     0.50636     2.41659     0.71205     0.28610     0.14209     1.00000     0.29588     2.83984
 2781     4    234.97035    56.36832     0.04591    10.14990     0.71803     2.67102     0.51672    81.95990     0.41985     0.82920     0.99589     5.65343
 2782     3    206.61246    22.07674     0.02755     9.65118     0.59177     2.75487     0.73182    38.36160     0.85353     1.27560     2.35863     5.17553
 2783     1    134.91047    56.87889     0.03076    10.36054     0.51934     2.91759     0.90551    15.25070     0.81192     4.48010     2.37248     5.23573
 2788     1    253.56098    37.62617     0.06479    10.86083     0.39216     8.45368     0.64432   -76.03520     0.77893     4.85160     4.52261    53.54614
 2789     3    249.52320    39.50626     0.03755     9.72783     0.69985     1.72764     0.87002    24.86560     0.19022     0.11490     1.44467     1.96391
 2790     4    154.48083    46.60329     0.02995     9.99901     0.57172     2.61962     0.62760   -19.77430     0.45088     1.22310     1.90759     4.10339
 2791     2    235.17666    43.75125     0.01958    10.04296     0.51239     1.56041     0.93025    -4.96580     0.39254     2.61710     0.47589     2.73019
 2795     3     28.18505    13.19255     0.02616    10.05882     0.55990     2.75603     0.70775    -4.51260     0.08668     0.50640     0.41044     3.02526
 2797     1    324.83365    10.54077     0.07655    11.08925     0.45208    13.32976     0.78500    53.19200     0.59463     5.77210     6.39966    23.24234
 2799     3    119.05715    44.38612     0.04737    10.10833     0.44730     2.74634     0.31575    17.73850     0.32319     1.27750     0.39711     4.48075
 2802     2    200.09349    31.58117     0.04526    10.12048     0.52535     2.86021     0.55853     8.33070     0.42522     1.79540     1.05123     4.75953
 2803     4    128.95137    25.57531     0.04363    10.00979     0.67857     2.23433     0.66269    -7.72170     0.37053     0.24430     1.96323     2.75610
 2806     1     47.32075    -0.90665     0.03926    10.78740     0.46818     6.74295     0.83722   -27.34530     0.90339     8.00000     7.77775     4.30644
 2807     3    207.58386    24.93594     0.03029     9.83827     0.61640     2.54415     0.57645     8.22910     0.50235     0.82070     2.05789     4.15711
 2814     4    223.92243    45.54075     0.03740    10.76892     0.48183    10.74416     0.40889   -54.26640     0.12598     1.50630     0.94460    12.36880
 2817     1    120.71291    29.96443     0.14362    11.50488     0.29066    32.36237     0.77265    -6.17990     0.94164     6.95660    35.63551    22.50128
 2819     3    204.54388    38.66561     0.02012     9.75040     0.55374     1.60257     0.61298    33.54480     0.32267     3.98930     1.01642     2.09368
 2820     3    256.61261    31.99283     0.03574     9.64315     0.60328     2.36723     0.56953    80.89020     0.14823     2.29330     2.25972     2.40416
 2825     1    247.61612    39.56168     0.02765     9.64920     0.61866     1.54097     0.83576   -14.22860     0.51568     3.54680     0.53052     3.15150
 2827     2    332.79873    11.80073     0.02701    10.08097     0.49871     2.27970     0.62368   -43.74950     0.22035     2.74650     0.29611     2.97190
 2828     3    195.52300    27.29728     0.02426     9.57038     0.50968     2.69257     0.22000   -33.37120     0.15032     0.60740     0.36558     3.23268
 2829     3    215.78351    50.22136     0.02687    10.23179     0.48330     3.44380     0.76721    75.23110     0.79957     6.79460     3.17983     3.92660
 2834     4    124.54953    27.71919     0.03814     9.58304     0.65002     2.07412     0.45581   -53.82390     0.22171     0.69170     2.35331     2.03038
 2835     1    121.52962    39.34241     0.06451    11.10713     0.55129    14.49496     0.89225    19.22290     0.94126     7.76120    14.96844    14.01604
 2836     2    204.58628    26.75974     0.03038    10.34487     0.46909     2.66423     0.78627   -79.69860     0.48515     1.67240     0.87937     7.05228
 2839     4    126.56891    17.36245     0.06582    10.88421     0.62372     7.33687     0.92089    51.77790     0.08476     8.00000     0.27346     6.90397
 2840     1    157.60691    43.17978     0.04482    10.14764     0.50442     2.91180     0.74433    11.68830     0.42342     2.69860     0.77745     5.73662
 2849     2    247.84410    39.16783     0.02946    10.33442     0.46507     3.35881     0.26823    48.54100     0.44062     2.28410     0.91607     5.45199
 2850     3    171.77902    51.13164     0.01449     9.25714     0.59996     0.83342     0.78181   -23.67390     0.10109     1.46000     0.16089     0.92211
 2851     1    175.60204    54.77419     0.05811    11.06064     0.48180     7.40537     0.76907    58.26930     0.73909     3.70160     4.47541    21.65386
 2852     4    164.08217    43.75490     0.03596    10.63966     0.56525     5.85102     0.60058    41.48390     0.08582     1.00620     0.44316     6.39502
 2854     2    243.18537    45.35201     0.05229    10.40663     0.43449     3.81065     0.49762     2.98180     0.86406     5.92320     3.97548     5.20037
 2855     2    236.67762    43.37248     0.03636    10.53119     0.50140     2.93596     0.94942   -17.50620     0.48872     2.27280     1.99248     4.92533
 2859     4    206.08572    26.08419     0.02825    10.27384     0.48623     3.72286     0.86640    22.42660     0.53281     2.92670     1.49850     9.37701
 2860     1    120.19084    37.74043     0.12725    11.40024     0.38632    23.75836     0.73487    44.32320     0.93255     7.05410    29.44643    10.20496
 2861     4    154.61794    44.01439     0.03918     9.60205     0.71155     3.12123     0.57329   -70.75470     0.12237     0.10000     2.63012     3.15533
 2863     4    252.47449    62.84197     0.03660     9.58200     0.53961     5.83837     0.12265   -55.37390     0.13130     1.00000     1.83968     6.34068
 2868     2    118.32396    27.46074     0.02678    10.36997     0.46378     2.70490     0.88793   -30.60330     0.62318     4.30170     1.70338     5.10942
 2869     2    118.02049    44.16146     0.02627     9.67333     0.49479     1.16540     0.76057    80.51080     0.47132     0.97720     0.60158     2.40473
 2872     1    239.97495    44.70899     0.04170    10.74405     0.48338     6.05974     0.74733    74.70370     0.90160     4.48890     5.47697    12.11740
 2875     2    118.77440    32.72867     0.01783     9.53851     0.67462     1.46347     0.74954    47.68300     0.38222     2.47490     0.50003     2.37242
 2878     4    244.42297    40.93382     0.06205    10.69756     0.66391    10.17769     0.50153    -4.99880     0.45373     3.96600     3.28471    17.49513
 2879     3    194.19905    27.42099     0.02590     9.77290     0.54485     2.89154     0.29512    20.33430     0.51297     1.58300     1.41793     5.21250
 2880     2    243.35659    21.90942     0.03184    10.62968     0.47828     3.40313     0.41214    28.50040     0.47403     2.13800     1.10165     6.64834
 2883     1    213.83484    52.34590     0.07446    11.30574     0.42986    20.41415     0.61481    20.41390     0.81505     4.90130    14.96856    47.78142
 2887     1    126.38462    27.60871     0.01957     9.40501     0.56707     1.81002     0.81381   -22.26440     0.44085     8.00000     1.22959     2.04621
 2888     2    143.37432    37.50265     0.03982     9.94664     0.47996     2.10459     0.98793    76.77330     0.39131     6.88570     5.94368     1.74419
 2889     3    113.25521    42.42512     0.02708    10.35883     0.46659     3.85919     0.50699    35.27630     0.76354     4.22230     2.40660     9.92536
 2890     3    132.26153    53.83851     0.03033     9.40209     0.48004     3.06917     0.37868   -23.43700     0.32772     2.04200     2.09339     3.66374
 2892     3     51.15552    -0.44402     0.03682    10.43656     0.48252     3.70132     0.89347   -33.34940     0.43403     1.35390     2.23917     6.53250
 2893     4    249.02844    44.60275     0.03037    10.40657     0.43899     9.96053     0.17084    30.52720     0.18476     1.37390     5.92792    10.89313
 2894     1    133.79826    53.82832     0.14753    11.21446     0.35357    10.75608     0.89634   -79.16040     0.76669     3.79680     7.00824    33.11730
 2896     2    117.44817    20.25155     0.04856    10.25815     0.45309     2.61690     0.29311   -28.99520     0.30630     0.96900     0.48147     4.11479
 2897     3    117.51833    34.47932     0.02899    10.28990     0.51176     3.34143     0.76131   -40.27230     0.58167     1.13200     2.44185     6.32171
 2899     4    260.75469    27.56947     0.04766    10.22942     0.64917     4.09341     0.45300   -41.64960     0.21878     0.53700     1.16199     5.41084
 2900     2    186.55621    45.53871     0.02413     9.65344     0.53467     2.49692     0.78772    31.39400     0.47949     1.25770     1.72993     3.70325
 2903     4    245.84528    41.65119     0.02732    10.41222     0.60446     5.20685     0.47564   -27.84260     0.21829     1.00000     1.53598     6.49739
 2908     3    262.07492    56.77478     0.02904     9.96031     0.48450     2.53011     0.77621    23.28570     0.29178     2.04990     0.60647     3.74767
 2914     2    116.39095    21.88745     0.04667    10.17345     0.45480     2.47697     0.71507    -3.67570     0.43452     2.31050     0.68649     5.20398
 2918     4    136.29485    28.28533     0.02708     9.45285     0.54658     3.04031     0.30120   -56.36580     0.42856     1.39700     2.44931     4.04923
 2919     3    170.35503    46.28923     0.02441    10.12645     0.49062     2.14353     0.60287    52.35170     0.39271     1.01100     0.80834     4.08482
 2924     2    246.61103    29.01497     0.05037    10.23313     0.45001     2.73398     0.26693    61.22980     0.40431     0.91600     0.63290     5.30985
 2929     3    247.59459    25.67441     0.04223     9.82249     0.55657     2.24736     0.45339    65.46140     0.35383     1.28700     1.88089     2.58478
 2930     3    200.30592    30.47811     0.03658     9.53075     0.48267     1.90739     0.36851   -64.52440     0.67976     1.61510     1.56472     3.64231
 2931     2    203.55064    27.00317     0.03550    10.28419     0.48124     3.34602     0.27057    76.01810     0.20425     0.84100     0.52186     4.37574
 2932     2    116.91917    18.47855     0.04661    10.03575     0.45348     2.51429     0.42854   -54.43360     0.36894     3.01720     0.74338     3.81251
 2933     2    237.88816    38.29944     0.03285    10.29904     0.47324     2.13044     0.74489   -65.17510     0.35783     1.89300     0.54886     3.65433
 2935     2    195.50435    27.65299     0.02363     9.88700     0.51579     2.45655     0.75092   -39.41410     0.44098     2.37570     1.72961     3.21664
 2939     1    235.14697    28.36065     0.03268    10.82357     0.45386     4.90663     0.72789    33.21740     0.97433     4.58020     4.82370     9.10630
 2940     3    221.27609    53.18833     0.03769     9.60931     0.63330     1.59483     0.68567    -7.00330     0.61027     0.57450     1.23928     2.97202
 2942     4    220.04377    53.10020     0.03664     9.63462     0.66117     1.75753     0.90945   -21.44550     0.71774     1.71990     1.70430     1.86122
 2944     4    199.23995    47.86834     0.02680     9.68580     0.59263     3.98339     0.35820   -84.59480     0.13404     1.00000     0.93302     4.58646
 2949     2    214.85025    45.90079     0.02644    10.02995     0.53978     2.71577     0.54024    21.20680     0.44624     8.00000     1.10332     3.70396
 2950     1    179.59331    43.81527     0.06993    10.78566     0.48457     4.90734     0.67863    75.16170     0.77744     2.29600     2.87673    20.10071
 2952     2    166.62199    41.03618     0.09898    10.95938     0.40241     5.99526     0.52010   -48.48270     0.85213     3.32020     5.17302    10.75245
 2955     1     46.72615    -0.93707     0.03800     9.73648     0.51998     2.21599     0.82308    69.87230     0.46963     4.03300     0.70629     3.97340
 2956     3    247.16348    39.51855     0.02516    10.20526     0.50285     2.68876     0.93057    30.61050     0.43446     2.59180     1.35499     4.57318
 2957     2    318.86229     9.75782     0.07018    10.73130     0.40949     3.86791     0.92014   -41.61560     0.36812     7.83560    14.44425     2.90251
 2959     4    114.89737    37.75151     0.03051     9.95956     0.71926     2.44718     0.88951    17.96270     0.10461     0.66380     1.34562     2.67802
 2963     1    236.89621    27.80733     0.07587    11.06722     0.52465    11.89000     0.60995   -42.80150     0.89098     5.51760    11.02330    17.45634
 2964     1    240.18670    53.77553     0.11006    11.16157     0.41874    17.17462     0.68064   -44.58980     0.87176     6.46830    17.81149    21.29342
 2965     1    219.72671    46.66562     0.03584    10.86559     0.48784     6.83674     0.90614     0.00000     0.99980     5.99000     6.84583     0.00502
 2968     1    117.47538    29.46814     0.06077    10.64632     0.40126     4.48833     0.99007    62.00810     0.83440     4.90500     3.84998    12.88977
 2969     1    166.08657    46.05610     0.14258    11.16459     0.36447     9.42577     0.59720   -60.79550     0.88304     4.62600     7.27821    33.00105
 2971     4    119.62355    52.41698     0.04063     9.84200     0.61780     2.44867     0.79445    10.44430     0.28157     0.69900     1.39695     3.43456
 2974     3    157.68590    40.05744     0.02309     9.73523     0.64954     1.89109     0.61051    60.13200     0.50018     0.91880     1.89863     1.77942
 2976     4    357.54331    -1.01686     0.02264     9.65900     0.58937     2.58235     0.36785     4.11240     0.11448     0.32120     0.92222     2.90584
 2979     1    222.69173    33.13699     0.14407    11.15514     0.40780     8.96320     0.75686    82.80730     0.61412     2.56100     4.12219    23.57746
 2983     1    120.21147    44.75226     0.10024    11.15060     0.46870    10.54279     0.81282   -10.97800     0.70044     4.99330     5.37992    28.46758
 2985     4    311.86459    -0.31035     0.05341    10.40003     0.61254     8.19115     0.65437    30.93610     0.06053     1.00000     0.59547     8.58874
 2987     4    224.20596    41.59640     0.01620     9.46784     0.77116     4.85134     0.32073    54.13280     0.10723     1.00000     0.64473     5.17488
 2988     2    320.74455     1.02670     0.03097    10.40375     0.46306     2.50160     0.67144    32.46560     0.28785     1.36640     0.48655     3.83062
 2989     3    140.21057    42.28885     0.04074     9.80299     0.59432     1.76798     0.58583   -44.63500     0.74660     0.90540     1.73297     1.67342
 2995     2    195.33050    27.86046     0.02739     9.36893     0.62984     1.85588     0.91564    63.27310     0.49933     2.24100     1.49420     2.48739
 2997     2    260.01791    25.93639     0.04152     9.91295     0.47837     2.08321     0.42456    42.65850     0.21318     2.39990     0.32407     4.45847
 2999     3    245.10062    46.28332     0.01955     9.69502     0.66760     2.00162     0.63826   -58.25510     0.42583     0.17220     2.05460     1.94645
 3007     4    322.24202    -0.34243     0.03027     9.92157     0.50571     2.99073     0.47469    47.24000     0.14025     2.05300     0.00240     3.40831
 3009     2    173.48735    51.24978     0.02608    10.49105     0.44722     3.01721     0.91808   -86.50560     0.89201     3.49200     3.31138     2.14285
 3012     2    205.35571    23.24749     0.03194    10.51115     0.48403     3.58927     0.69454     8.45970     0.40182     2.24180     1.28926     6.06748
 3014     3    208.22771    39.24819     0.05229    10.35088     0.52242     4.20628     0.81676    74.72410     0.94874     1.32600     4.20947     1.60028
 3016     2     57.17361    -0.65100     0.04016     9.58974     0.43913     2.05847     0.42821   -51.47890     0.18686     2.53910     1.17060     2.22501
 3017     2    166.62199    41.03618     0.09898    10.95938     0.40241     5.99526     0.52010   -48.48270     0.85213     3.32020     5.17302    10.75245
 3020     4    263.08370    53.54622     0.05132    10.30109     0.50647    10.94095     0.17615    14.42870     0.15199     1.00000     2.13825    12.65071
 3021     2     45.15627    -1.12625     0.02935    10.14453     0.44504     2.75641     0.32722     9.99060     0.45360     3.10870     0.91655     4.63857
 3022     3    172.56399    22.99201     0.03314    10.01569     0.49633     3.18404     0.33467    36.11740     0.35067     1.32800     2.01652     3.80162
 3023     1    117.25631    28.95940     0.02755    10.09569     0.45897     2.51199     0.86471    27.33470     0.50230     1.93100     1.27407     5.20087
 3024     1    122.24509    53.50988     0.10055    11.00481     0.44202     8.60862     0.58573    21.38000     0.94805     4.16100     6.96437    67.09897
 3029     2    136.03921    42.30342     0.02658     9.91370     0.44512     3.50515     0.49016    84.86280     0.73434     7.59200     5.57256     2.72028
 3034     3    217.54807    39.90517     0.02568     9.48841     0.56344     1.55552     0.38189    -8.65540     0.20650     1.42720     0.63729     1.88301
 3036     2    194.55011    27.12766     0.03875     9.68847     0.53460     2.27045     0.52634    27.23270     0.31569     3.96400     0.70528     3.06729
 3037     1    134.64474    26.21175     0.08503    11.18171     0.43908    16.42309     0.56987   -82.68420     0.91152     6.34930    16.32302    15.39452
 3038     1    230.90317    28.64307     0.08399    11.12979     0.42929    10.73039     0.86581   -70.93900     0.75291     2.89000     7.37079    27.38387
 3041     1     59.35509    -5.42067     0.06398    11.15739     0.40276    13.39635     0.74776   -38.77470     0.92944     6.15630    15.13360     7.27130
 3043     4    130.18709    22.29446     0.10909    11.11856     0.50487    10.61593     0.76187   -74.33040     0.54346     0.98000    10.82429    11.70271
 3045     1    238.82053    53.80745     0.06467    10.80335     0.41466    11.38443     0.81052   -77.12060     0.91326     8.00000    12.47551     8.86383
 3046     2    257.58223    56.75725     0.03282    10.44412     0.47875     4.72507     0.91130   -77.61190     0.42723     3.77220     1.16647     8.65241
 3048     4    316.59037    -0.77123     0.04865    10.65419     0.55854     5.35137     0.96184   -17.55400     0.13127     1.42700     1.00782     6.15893
 3049     2    260.51607    52.95800     0.09887    10.94279     0.45000     6.89439     0.71819    73.65680     0.25370     1.81440     1.35652    16.18830
 3050     4    241.36639    41.64937     0.02316     9.85322     0.60540     4.57597     0.27363    66.27980     0.00271     7.15450     0.00190     7.68792
 3051     3     49.97376    -1.14590     0.04034     9.88923     0.61787     2.75093     0.52379   -10.19190     0.80555     1.14890     2.67539     3.31845
 3058     4     50.50408    -1.05393     0.02652     9.76781     0.47282     8.17959     0.15329    45.47130     0.40197     1.00000     3.77240    11.60271
 3063     4    175.93832    54.84551     0.05917    10.64330     0.57383     4.88431     0.71898    25.03900     0.41265     1.28500     1.38246    10.43430
 3065     2    245.30873    46.28590     0.05790    10.65293     0.44663     5.36612     0.66823   -58.10930     0.85319     4.62280     4.78570    11.08107
 3067     1    174.15269    49.06305     0.03229    10.71661     0.42633     5.17967     0.93137    74.63120     0.78826     4.48610     4.00874    13.40057
 3068     1    138.89058     0.31731     0.06927    10.74940     0.44908     6.12383     0.74484    25.90760     0.91460     3.85350     5.71819    10.30918
 3069     4    153.37812    43.99796     0.06983    10.78866     0.63457     6.81189     0.91397    42.26990     0.42658     1.24300     3.96150    10.08751
 3070     3    172.14317    21.01070     0.02075    10.34709     0.50465     2.77280     0.68675    69.68790     0.32266     2.05900     0.62445     4.29516
 3072     3    126.72918    23.23250     0.01953     9.43861     0.42272     2.01286     0.42794   -78.87930     0.21618     2.67060     1.17916     2.58288
 3073     4     51.69425    -0.64817     0.02048     9.78954     0.55299     2.54363     0.72073   -45.81590     0.27432     1.00000     2.02020     2.82132
 3077     3    257.38369    34.42703     0.02387    10.20458     0.55332     2.95680     0.70055     4.91380     0.12422     1.27800     0.15490     3.39377
 3079     4    137.23489    27.51382     0.02190     8.88252     0.66814     2.87431     0.14486   -89.75980     0.17441     0.86020     1.04903     3.21161
 3081     1     27.52986    13.11037     0.08624    10.84562     0.38854     7.91489     0.60310   -20.01020     0.78202     5.44020     6.88075     8.12613
 3084     2    194.65151    27.10416     0.02649    10.44468     0.51060     3.80618     0.64609    46.28640     0.74309     3.00700     3.58558     5.18471
 3088     1     42.31808    -0.77411     0.13748    11.12359     0.33650    11.43909     0.85212     5.71610     0.75821     4.41650     6.95243    32.43353
 3089     1     54.59707    -1.18410     0.04901    10.64559     0.36503     6.87114     0.76259    28.44400     0.80691     5.04150     6.37458     9.03090
 3094     2     46.61253    -0.84662     0.02810     9.95747     0.60391     1.63405     0.71896   -74.78540     0.11122     1.05100     0.15047     1.85362
 3101     4    163.73479    41.49846     0.02461    10.23034     0.55715     3.62092     0.56366    55.83650     0.56188     0.98000     1.80321     8.41870
 3102     4    127.13102    26.34868     0.05299    10.37878     0.62288     3.49390     0.84798   -35.39520     0.24360     1.00600     1.41597     4.58634
 3103     2     58.81371    -5.34437     0.06567    10.54387     0.38851     6.43472     0.60187   -85.41010     0.36442     1.81810     1.40608    10.99669
 3104     1    137.04113    57.42361     0.11892    11.06403     0.32356    10.50432     0.80383    19.62440     0.87223     5.11420     9.59852    18.11322
 3105     3    194.15376    27.88487     0.02105     8.97436     0.51156     2.40532     0.41585    81.16150     0.43734     1.27700     1.81659     2.98247
 3111     3    233.35229    56.60876     0.01178     9.14079     0.54274     1.32200     0.54308   -50.79600     0.56819     1.05090     1.24594     1.97703
