#  id  gal_type   ra          dec       redshift  log_luminosity  color      radius     b_over_a   pos_angle   bulge_fract   sersic_n    r_bulge     r_disk
  958     3    149.41338    32.67790     0.04988    10.33062     0.47971     6.90581     0.29957   -53.67180     0.30263     1.69600     1.30450    10.63336
  960     4    243.17826    22.98416     0.03460    10.45925     0.52521     8.83096     0.39501   -75.76610     0.06247     1.00000     0.88840     9.30655
  961     3    121.00760    38.48821     0.07619    10.79929     0.39050    14.88154     0.69564   -56.97820     0.17768     1.32360     1.10808    18.47726
  962     4    118.79829    44.38217     0.04818    10.34742     0.57850     5.90906     0.75758   -53.96130     0.00638     3.12660     0.00378     9.96319
  964     4    206.40082    22.99503     0.02673     9.88958     0.57436     4.90469     0.38804   -86.68170     0.04521     1.41900     2.91673     5.02699
  966     4    133.98997    57.67797     0.01411     9.66133     0.48992     5.24631     0.16065    38.11560     0.36500     1.00000     4.09662     6.07333
  969     3    256.55077    33.55523     0.08189    10.98831     0.61656    11.39966     0.94007    41.58760     0.11608     1.25400     1.72933    12.86511
  970     4    125.68737    24.29697     0.01284    10.31538     0.61100     6.51311     0.82478    74.82370     0.04616     1.00000     0.92038     6.80347
  971     1    122.09240    26.27565     0.07918    10.93333     0.45587    15.92304     0.51797   -35.73120     0.78729     4.57640    10.26348    41.25709
  972     4    258.14722    34.69247     0.02548    10.17440     0.68209     8.70385     0.23530   -51.96020     0.00199     4.47460     0.00546    14.63436
  973     3    324.25988     0.42824     0.05089    10.89197     0.40966    12.09388     0.47567   -14.21410     0.31132     1.86300     3.97375    17.51411
  977     4    199.94279    47.71557     0.02881    10.46194     0.57937     6.43592     0.64676     9.72220     0.22155     1.00000     3.43370     7.44075
  978     4    240.60173    42.75708     0.03992     9.89147     0.61872     4.96550     0.62470    72.19680     0.09851     1.28200     3.13457     5.24594
  979     4    121.17245    50.71853     0.02260     9.47935     0.76908     3.47238     0.63269    57.27630     0.13738     1.32300     1.01718     4.00363
  986     4    131.16732    53.95107     0.02390    10.14571     0.57659     4.85258     0.60269   -19.33450     0.24419     1.00000     2.91888     5.53182
  987     4    147.60484    44.04064     0.01585     9.07894     0.61840     3.05305     0.50524    75.02210     0.17441     1.00000     0.97879     3.51161
  988     3    222.39456    52.96729     0.05763    10.66313     0.42519     8.35690     0.82893    14.34190     0.86796     7.17100     8.95018     9.40105
  990     1    243.58182    50.46561     0.06022    11.11990     0.44916    13.32050     0.79693   -63.46820     0.67922     4.75970     7.91086    26.11142
  992     1    258.84573    57.41118     0.02728    11.33318     0.47372    19.28311     0.72534    34.87880     0.79640     5.01160    15.88067    34.54078
  994     3    121.48966    30.37182     0.03633    10.43019     0.43801     5.29044     0.43450    47.62420     0.57647     1.59900     4.86343     7.08505
  997     4    129.37073    26.01438     0.05792    10.48536     0.63885     7.71010     0.38038   -85.54220     0.22587     1.00000     2.30202     9.51659
  999     3    116.65714    44.79052     0.03078    10.87445     0.49885     7.15354     0.60054   -43.73280     0.21192     2.84200     1.10052     9.14521
 1004     4    214.37520    47.71496     0.03745     9.73903     0.51823     8.51509     0.62381    29.63180     0.26741     0.10160    27.48590     6.46407
 1005     4    131.49775    54.44336     0.03068     9.47601     0.53559     4.71438     0.25872    76.74950     0.32641     1.33700     3.27198     5.68551
 1009     4    233.37717    41.09611     0.01887     9.24998     0.70835     4.31135     0.34226    30.88090     0.37501     1.88480     3.19361     5.10132
 1011     4    115.66994    40.92943     0.04159    10.66687     0.62334     6.76722     0.78198   -56.38810     0.15055     1.09130     1.93684     7.99010
 1012     4    121.67829    47.31232     0.02257     9.13579     0.58964     4.93484     0.17850   -86.85030     0.03750     0.63890     0.98090     5.30626
 1014     4    119.53574    19.55015     0.06155    10.64276     0.51954     6.30482     0.65448    32.37240     0.16798     1.27900     2.94910     7.33454
 1016     4    144.41976    38.06282     0.02017     9.12876     0.82605     3.64893     0.57634   -54.14670     0.28209     0.90200     2.50237     4.71809
 1018     4    133.25889    28.54023     0.04890    10.18046     0.62951     7.87187     0.40294    22.85380     0.11455     1.00000     0.86819     8.80205
 1019     3    195.06883    27.96752     0.01546     9.60584     0.52110     1.56154     0.35650   -61.31680     0.27921     1.27860     0.23462     2.30625
 1023     1    222.22162    47.53894     0.09866    11.07867     0.41727    15.68956     0.75718    63.44110     0.90700     7.76940    17.28118    12.21844
 1024     2    116.87971    22.60758     0.04639     9.75064     0.48343     1.36006     0.71701    62.70060     0.54784     2.19440     0.53492     3.38158
 1028     4    243.61579    29.97383     0.03390    10.45154     0.54791     7.07743     0.64997   -71.86900     0.11179     2.57740     1.98401     7.85169
 1033     4    233.31938    45.69853     0.02935    10.36457     0.52457     5.95169     0.30711     9.45240     0.02431     7.35670     0.00246     6.01298
 1034     4    244.69866    25.18874     0.03948     9.78677     0.70619     6.43480     0.82492    23.01740     0.04855     0.10000     1.44206    11.31938
 1035     4    245.20725    24.04206     0.05766    10.83093     0.48515    10.14402     0.61997    29.90840     0.29215     2.00200     1.80514    15.25903
 1038     1    119.31439    27.49602     0.02659    10.58800     0.50332     7.98231     0.93928   -88.29800     0.82930     6.62270    10.22458     4.93862
 1039     4    150.84288    45.76354     0.02549     9.81658     0.58533     5.67522     0.76849   -36.65750     0.10038     1.23300     3.08100     6.12805
 1040     1    205.23577    26.48672     0.07497    11.21985     0.41059    27.18298     0.65372    11.52500     0.70853     5.51060    14.54995    59.19816
 1044     4    172.63126    51.45594     0.02558    10.50675     0.59934     6.06484     0.66364    68.42020     0.14929     3.35500     1.49099     6.91761
 1045     4    136.73010    44.12152     0.04941    10.37231     0.66079     5.88411     0.80006   -64.86220     0.07861     1.00000     1.10626     6.17373
 1048     4    224.73720    31.78665     0.05797    10.56612     0.57554     7.52984     0.52012   -87.69860     0.14861     1.00000     0.91047     8.58365
 1049     4    319.27336    11.12013     0.07044    10.70254     0.59118     6.05075     0.89640   -18.62650     0.46455     1.51940     4.82945     8.44863
 1050     4    112.46775    39.89150     0.04972    10.56411     0.66686     9.15117     0.29001   -70.96450     0.15510     1.32650     0.83779    10.93943
 1052     1     62.42586    -6.31556     0.08417    11.17971     0.35474    18.39757     0.80353   -70.88930     0.92268     7.23570    19.88315    13.66560
 1055     4    205.32622    24.49620     0.02684    10.34735     0.49275     5.82941     0.69831    -1.45890     0.15435     1.27590     0.58332     7.43574
 1058     4    227.90142    31.71315     0.04693    10.29847     0.54448     6.73737     0.43265    -8.66180     0.08957     1.00000     0.45587     7.28981
 1061     3    233.55173    28.05767     0.07416    10.82318     0.45219     8.70953     0.47525   -35.16110     0.37164     2.28200     1.36503    15.65364
 1062     3    249.55731    40.14682     0.03034    10.45919     0.50352     7.52129     0.25743    20.86610     0.06892     1.16090     0.54641     8.08475
 1065     4    236.09608    39.55895     0.04790    10.25383     0.53710     6.23640     0.25972    47.47140     0.00739     1.19840     0.00399     6.23596
 1070     1    166.83200    46.38332     0.02456    10.68669     0.53490     7.30835     0.63211   -29.22610     0.70660     4.64630     3.94719    19.08673
 1072     4    127.10595    26.39737     0.08083    10.78677     0.59093     9.80896     0.46286    10.58250     0.25297     3.64360     4.64479    11.25053
 1075     4    234.29295    57.57623     0.07244    10.83943     0.62921     9.96760     0.85519   -49.34870     0.15172     1.07780     0.88525    11.87500
 1077     3    198.14184    48.36661     0.05577    10.39583     0.44386     7.36920     0.17662    -7.24530     0.14117     0.32130     1.06349     8.41804
 1085     4    203.62467    38.29412     0.02573    10.01397     0.60106     7.49243     0.25356    30.68420     0.02128     8.00000     0.00217    12.47204
 1088     4     46.02106    -0.08603     0.03871     9.76675     0.56897     5.11466     0.53895     4.55890     0.22724     1.30100     5.36356     5.23117
 1089     4    165.11774    44.26097     0.02517     9.82730     0.47326     5.16145     0.21669   -35.62250     0.01325     1.30600     2.20699     5.21631
 1095     2    260.76378    28.11781     0.10396    11.00668     0.41544    14.91287     0.54880    53.72830     0.79673     3.08290    18.43302     7.95192
 1096     1    227.37652    46.49267     0.03781    10.92424     0.49292     7.27338     0.87641    78.60230     0.70231     5.43200     3.86231    17.58185
 1097     4     52.61990     0.81150     0.03078    10.20726     0.47342     5.69378     0.40448   -61.74900     0.06490     1.00000     0.47196     5.94555
 1099     4    145.94384    48.29071     0.02501    10.01021     0.62048     5.99938     0.45306    39.90180     0.23228     2.23460     0.56430     8.15455
 1104     1    208.06375    40.14913     0.05687    11.22662     0.48238    28.83503     0.57127    48.09530     0.90240     7.88190    31.07374    25.58490
 1108     3    194.50650    27.48968     0.02541    10.24315     0.51320     4.48941     0.63223    -7.20160     0.40619     3.80900     2.12388     5.95718
 1109     4    117.45125    48.12956     0.01807     9.60590     0.72952     3.74678     0.64211    79.36670     0.01518     7.60280     0.00558     6.27680
 1110     4    249.13570    39.02788     0.02997    10.97920     0.52007    11.42482     0.58981    77.16220     0.23861     3.37590     2.21127    14.77315
 1115     1    247.61167    26.06004     0.04858    10.76459     0.44033     5.34398     0.89294    59.84360     0.36720     2.33680     1.40687     9.16423
 1117     4    199.37744    31.09269     0.01850    10.42371     0.61861     6.44032     0.65362   -12.99070     0.05654     1.38700     3.82569     6.66795
 1119     3    246.30731    23.69995     0.08570    10.80176     0.43229    10.09603     0.77715    -8.08560     0.28853     2.97940     4.76318    12.49986
 1121     3     57.24304    -1.14483     0.04138    10.81512     0.42310     9.68063     0.65514    86.47360     0.24489     2.17700     1.89308    12.96811
 1124     3    195.09463    28.57447     0.02157     9.40954     0.52039     3.10382     0.96629     9.93450     0.22664     2.11700     1.40199     3.86230
 1135     4    198.23632    47.45663     0.02812    10.57671     0.52662     5.35208     0.57634   -81.66990     0.21952     1.35070     1.08453     7.05121
 1136     4    119.04436    33.24505     0.01729     9.22115     0.68158     2.87878     0.79837   -67.21260     0.18412     0.51580     1.72093     3.46827
 1137     3    243.61918    25.69409     0.06373    10.68749     0.53605     8.79546     0.77944    22.65650     0.11905     0.99500     0.84386    10.04808
 1140     1    254.39542    62.87248     0.10489    10.95699     0.45125    11.71119     0.78911   -81.02400     0.83360     5.49250     9.07214    23.80275
 1142     4    130.71962    25.07035     0.01724     9.83704     0.67449     6.76604     0.83260    71.69610     0.12930     1.00000     1.80624     7.43218
 1144     3    196.79391    34.29801     0.03382    10.61002     0.46444     6.92261     0.33248    29.86170     0.10993     0.91600     0.73609     7.79128
 1146     4    251.45849    43.86647     0.03381    10.57598     0.49236     5.32162     0.80577    51.18060     0.17643     1.50000     0.61459     6.57430
 1147     3    173.53757    49.25456     0.03721     9.87869     0.53928     2.61602     0.74800   -45.47210     0.26610     2.22220     0.39659     3.72660
 1150     3    120.05894    46.04257     0.06233    10.37093     0.44985     6.46024     0.55886    35.53620     0.18203     1.00000     1.42307     7.59489
 1152     4    206.24290    31.00469     0.04334     9.92637     0.63516     6.29867     0.27199   -57.32190     0.32990     1.08000     5.55218     6.84282
 1154     3    228.30396    44.05540     0.01722     9.53811     0.68096     3.88155     0.47025   -31.68900     0.04969     0.10000     1.75369     6.82480
 1157     2    232.23514    28.28955     0.07274    10.85180     0.41979     8.72588     0.59673    41.80590     0.90796     7.07720     9.38915     8.49110
 1158     4    206.33443    41.38893     0.05946    10.97784     0.48318    14.48946     0.64967    82.92220     0.45380     4.99880     6.70694    19.55866
 1159     4    322.61347    -0.44502     0.02013     9.58683     0.58620     4.48551     0.15611    41.95650     0.16839     1.33540     3.12606     5.14090
 1165     4     47.88908    -0.74294     0.02821    10.04658     0.64077     5.15360     0.93790   -77.30910     0.10294     1.00000     0.89952     5.57775
 1167     4    242.68253    41.14856     0.03152    10.70980     0.48573     7.00200     0.44126    35.06560     0.13263     0.74500     0.57217     8.15245
 1168     4    119.50022    30.79558     0.07654    10.81775     0.45988    11.28567     0.47268    37.93040     0.22214     3.96020     2.02736    14.26942
 1173     4    129.52069    25.32951     0.02816    10.30759     0.49904     5.91839     0.56183    61.15960     0.41889     2.68250     3.86564     7.67665
 1176     1    157.93471    35.04137     0.11941    11.50308     0.41547    82.38685     0.42556   -64.80410     0.74785     4.86470    47.18491   215.39498
 1177     4    231.93421    43.06904     0.01753     9.24188     0.69665     4.83670     0.17711   -82.83380     0.27791     0.17240     5.26088     4.60734
 1180     4    228.37217    42.33026     0.02793    10.48373     0.58274     6.00873     0.69178    27.50430     0.19578     2.90780     2.14626     7.12851
 1181     2    227.53668    46.10468     0.01911     9.87930     0.49717     2.74346     0.63478    72.47950     0.20255     4.82650     1.43806     2.99374
 1188     1    230.07951    32.52662     0.08196    10.83349     0.43772     7.17011     0.83920   -89.41100     0.56404     3.14600     3.72111    12.96069
 1190     4    174.31775    45.75740     0.02459    10.05247     0.68136     5.73010     0.81693    72.78960     0.05973     1.00000     1.15376     5.98309
 1192     4    117.32857    21.80376     0.02457     9.12264     0.54069     2.76123     0.39646    20.42920     0.10355     0.94380     0.77168     3.03486
 1196     4    121.56672    46.28863     0.03618     9.52772     0.69558     4.98689     0.14857    64.23340     0.28439     1.41100     3.22284     5.69501
 1197     3    223.86746    32.84003     0.06012    11.00617     0.36369    13.21261     0.81288   -67.31850     0.07985     8.00000     1.46128    14.05599
 1198     2    164.98620    50.12376     0.02337     9.65462     0.55168     1.85394     0.38892    34.41370     0.32362     4.28230     0.68596     2.33299
 1201     3     46.33244    -0.97071     0.04485    10.71213     0.38644    13.36497     0.28745    60.74540     0.26204     1.81100     1.97288    19.13364
 1202     4    239.17349    41.87960     0.03447     9.62372     0.62627     5.98637     0.28774    -7.58780     0.63134     2.62940     3.74379    13.83029
 1203     1    261.60197    53.01452     0.11991    11.00518     0.38966    18.78911     0.64976    -0.34480     0.74945     7.41010    12.49262    35.54631
 1206     4    124.67030    26.53556     0.02019     9.08073     0.66641     3.38098     0.83022   -23.66860     0.07678     1.16770     2.54423     3.50903
 1207     4    165.27687    43.07610     0.05671    10.57046     0.53567     8.03040     0.66241   -16.79580     0.12334     1.00000     0.85110     9.04605
 1209     3    221.78652    50.19571     0.07591    10.80760     0.56200     8.60411     0.86155    12.81970     0.24280     1.00000     2.28102    11.51812
 1211     3    115.30987    27.61405     0.02723    10.36891     0.48666     9.92952     0.16946   -83.20680     0.02322     0.41770     0.76782    10.11908
 1213     4    121.52183    44.62014     0.02270     9.32438     0.83741     6.98433     0.79957    64.04240     0.20973     0.97110     3.74917     8.60797
 1217     1    235.02390    28.08045     0.13535    10.94144     0.35896     8.78245     0.85181    84.39910     0.75820     4.19990     6.48563    18.43886
 1218     2    172.15613    50.82738     0.03225    10.58940     0.52839     2.24469     0.94295    37.58900     0.72782     3.84150     1.35902     6.67033
 1219     4    219.82622    53.05921     0.03714     9.58909     0.70195     4.68407     0.26094   -73.32180     0.44583     1.00000     2.82000     6.52113
 1223     4    127.27313    25.77263     0.02784    10.17858     0.47225     6.50971     0.25789    47.21280     0.34832     1.00000     1.89324    10.04491
 1224     4    177.84454    53.44419     0.05181    11.01086     0.59114    10.04035     0.87752   -67.73120     0.18404     1.84000     2.94741    12.30060
 1243     2    246.36187    24.24775     0.10833    10.59012     0.45173     4.62252     0.87690    27.32300     0.28897     0.69030     1.61232     7.09111
 1245     4    135.83342    40.46471     0.04122    10.53616     0.47829    10.57097     0.36712   -51.85840     0.13686     1.00000     2.24365    12.37296
 1251     4    193.85595    43.93806     0.03871     9.75705     0.67725     5.81688     0.36386    43.80040     0.28906     1.17900     4.76767     6.49878
 1258     4    135.09052    54.05224     0.03863     9.72201     0.65769     4.08102     0.86594   -46.41250     0.09921     1.00000     1.30938     4.37300
 1260     4    115.44314    37.61554     0.02649     9.66275     0.52399     6.29774     0.16243    -7.44750     0.00165     1.27730     0.00212     6.27235
 1261     3    196.81735    28.28392     0.02479    10.19943     0.44501     5.18855     0.85146    81.48540     0.72009     6.26330     7.05432     5.10057
 1263     4     45.59816     0.97929     0.02831    10.19155     0.66534     7.38656     0.29609   -52.76420     0.17695     2.33220     0.26262     9.15392
 1264     3    246.25959    30.11014     0.04790    10.21655     0.63648     8.24879     0.57333    -5.77230     0.05303     1.00000     1.15673     8.66698
 1265     1    180.17271    43.35463     0.11263    11.14166     0.40931    16.01500     0.74812   -60.82220     0.29424     1.38060     2.75191    24.85162
 1266     2    195.13548    27.76614     0.02224     9.69251     0.48313     2.16309     0.59631     4.72360     0.42876     2.87990     1.11747     3.17648
 1267     2    123.10611    37.73022     0.03847    10.35012     0.61433     1.30963     0.91369   -43.15700     0.58519     1.30750     0.78861     3.01614
 1272     4    223.65206    30.61801     0.05113    10.39277     0.66408     8.87040     0.80047    -1.73900     0.09646     1.00000     1.60518     9.66028
 1274     4     41.44833    -0.24092     0.02330     9.54024     0.63831     5.47779     0.62341    37.78200     0.09042     1.00000     0.75535     5.90608
 1276     4    243.58322    22.26610     0.04779    10.16408     0.48200     6.53687     0.48393   -37.57100     0.00972     8.00000     0.05220    10.99470
 1277     4    206.53755    21.89430     0.02731    10.55410     0.60427     7.56038     0.57440   -66.52560     0.28873     1.45200     6.50064     8.02953
 1280     3    118.86386    44.02933     0.04769    10.05122     0.43207     5.89446     0.14936    69.83840     0.26464     2.03980     1.42784     7.54560
 1288     4    166.47711    41.06325     0.04722    10.17751     0.62497     7.52212     0.22846   -17.05470     0.09174     1.00000     1.40682     8.05918
 1289     4    136.78256    28.31608     0.02175     9.61222     0.58531     5.80485     0.17066    17.43520     0.61835     1.00000     5.04635     7.35981
 1290     4    324.89592    11.20496     0.04026     9.80357     0.68603     7.22991     0.56150    24.09900     0.16399     1.00000     1.88025     8.47745
 1296     3    357.65175    -1.12809     0.04519    10.09915     0.50876     7.70748     0.43817   -71.19920     0.86796     3.03280     8.72136     4.78277
 1301     3    204.35348    27.41922     0.03653    10.88847     0.56937     6.77144     0.84312   -53.67260     0.12484     1.00000     0.93799     7.84606
 1306     3    118.92562    50.17277     0.09665    10.91141     0.43590    10.56096     0.40354   -10.34420     0.12288     0.66000     0.83758    12.07434
 1307     4    201.10595    30.95929     0.04847    10.96182     0.52132    10.84203     0.68239    42.32030     0.17559     2.51080     1.02527    13.34043
 1313     4    127.58082    45.07587     0.09697    10.92774     0.51965    16.44537     0.43674    30.80520     0.10820     1.00000     1.42308    18.30943
 1314     3    195.00634    27.73124     0.02690     9.62767     0.56215     4.29444     0.49862    75.09850     0.22079     1.65810     1.48952     5.33096
 1317     4    258.58246    33.54888     0.03793     9.60206     0.66850     4.00777     0.76312    84.68010     0.24881     1.04000     1.79554     5.27271
 1318     4    184.93261    35.50702     0.03351    10.43330     0.53355     8.52086     0.29176   -67.82530     0.11757     1.00000     0.66744     9.52862
 1319     4    127.25298    21.96338     0.02039     9.14177     0.73155     4.71749     0.43256    85.43830     0.29502     1.45010     2.25664     6.03084
 1322     4    247.15538    39.69891     0.03119    10.17218     0.51114     5.12108     0.65656   -12.97500     0.12235     2.01880     0.40669     5.88172
 1325     3    118.05321    28.77258     0.06361    10.59222     0.52244     7.70493     0.88484    23.15220     0.19067     1.00000     1.13494     9.15916
 1334     4    151.28466    44.51405     0.02630     9.93544     0.65536     8.73451     0.11945   -23.24330     0.14500     0.10000     7.73510     9.00893
 1337     4    236.90138    26.06377     0.03156    10.67240     0.54458     5.61202     0.65759   -24.48060     0.08962     1.00000     0.51077     6.22590
 1338     4    262.88715    59.51842     0.03558     9.75429     0.76160     5.98130     0.44115     1.30320     0.06973     0.58910     0.00283     5.75608
 1341     3    261.11561    56.29601     0.11307    10.98208     0.47603    11.80549     0.56083    35.76650     0.12544     0.82200     1.14373    13.63808
 1346     4    208.59209    25.15308     0.02905    10.45260     0.51549     6.97282     0.36789   -47.62920     0.18357     1.00000     1.88033     8.02424
 1348     3    167.15438    43.00424     0.04986    10.30298     0.51945     5.95974     0.50709   -66.55770     0.28409     1.00000     4.71668     6.37993
 1349     3    134.46325    26.02451     0.07116    10.69666     0.45169     8.10076     0.45562    83.26510     0.15871     1.00000     1.18094     9.81051
 1350     4    123.15022    52.73422     0.04024     9.80781     0.70197     5.20978     0.94046    -3.14150     0.43016     1.36400     4.17044     6.14020
 1351     2    172.21838    51.00068     0.05937    10.56338     0.49840     5.18651     0.62730    76.15470     0.30187     1.47150     1.19439     8.01092
 1352     4    205.37357    23.16696     0.03067    10.51151     0.54630     7.29606     0.64378   -25.06330     0.18680     1.21500     3.37760     8.79205
 1354     4    183.40357    46.49393     0.02571    10.54527     0.55769     7.93550     0.44851   -89.30010     0.67305     1.80520    12.09323     5.13532
 1356     4    230.15302    41.96044     0.06443    10.54744     0.60878    10.34091     0.38890   -87.35230     0.00169     0.93590     0.06051    17.33706
 1357     4    241.15098    43.87979     0.05980    10.55346     0.52140     6.08490     0.80009    59.58350     0.10936     1.00000     0.62216     6.63828
 1360     4    118.98615    40.55398     0.04339     9.92498     0.66013     4.54387     0.70039    -1.05790     0.25759     1.00000     2.40579     5.36844
 1361     3    113.74722    43.47252     0.13085    11.05294     0.51014    11.06998     0.86605    55.00530     0.23876     5.78830     3.54855    13.49517
 1364     4    202.12844    47.71404     0.06072    10.56080     0.44424    15.51776     0.13018   -77.97660     0.17639     1.13900     1.92598    18.78420
 1365     4    145.59739    36.34971     0.02195    10.42819     0.49156     5.71279     0.31393   -81.98790     0.17904     0.83300     1.00342     7.03601
 1366     4    173.19452    52.94090     0.02747    10.06650     0.55093     6.93706     0.15227   -88.02710     0.24463     0.20000     8.14423     6.61456
 1369     1    229.84799    28.31821     0.11883    11.16408     0.39078    19.92400     0.72595    13.99440     0.90534     7.12220    20.56139    18.25139
 1372     4    191.49328    45.19901     0.02511    10.19910     0.56541     8.04840     0.55295    69.16590     0.31886     1.45280     3.81441    11.08458
 1374     2    123.30134    40.41954     0.02602     9.72061     0.45374     2.13114     0.41862    51.18220     0.47805     2.92780     0.85415     3.90651
 1376     4    246.23094    41.90026     0.04462    10.09054     0.64142     5.23504     0.52192    -6.28530     0.19155     1.00000     1.47766     6.39936
 1377     4    205.29333    37.01860     0.01900     9.65326     0.68382     4.65570     0.51652    -0.45440     0.22465     1.00000     1.58181     5.67793
 1379     4    136.75137    57.45144     0.04620    10.29450     0.62783     5.77903     0.46010    89.71550     0.08396     1.22600     2.86969     6.08737
 1380     4    225.97144    48.57611     0.02480     9.76982     0.68884     5.12148     0.26104    53.73440     0.57662     1.00000     3.11489     8.43121
 1383     4    156.56040    37.45941     0.02189    10.15515     0.67507     4.71740     0.64190     3.14470     0.35876     1.02000     4.26541     5.02566
 1384     4    169.34267    22.33850     0.03235    10.55716     0.58089    15.21068     0.19937    53.13230     0.14049     1.33700     1.28721    17.98475
 1386     2    244.32970    41.43677     0.06193    10.59783     0.47843     6.00716     0.67641   -57.06970     0.22101     4.92060     1.50185     7.30984
 1388     3    255.54187    32.84184     0.03784     9.50089     0.51675     1.29718     0.69236   -84.86330     0.61776     2.24530     1.22066     1.31696
 1389     3    248.43318    45.01249     0.03170    10.13389     0.53605     1.89441     0.70365   -50.03060     0.33135     1.02230     0.32449     3.27312
 1391     3    213.52013    52.66328     0.04409    10.02692     0.47734     1.97697     0.31617   -45.44850     0.40630     1.32000     0.43994     3.88106
 1392     2    205.53997    27.57037     0.02878     9.76597     0.49492     0.94610     0.72430    52.62730     0.86924     3.87790     0.80478     2.11516
 1393     3    133.82809    27.34617     0.01728     9.66825     0.59894     1.35947     0.72028   -12.40400     0.07497     7.11730     0.70965     1.26450
 1394     2    212.79648    46.39055     0.04073     9.88399     0.46457     1.39186     0.40654    55.30880     0.54318     8.00000     0.83003     1.48967
 1397     1    316.64900    -0.33994     0.06720    10.66348     0.45949     3.71813     0.81526   -77.42030     0.65518     5.01890     1.95581     8.70217
 1398     3    231.04261    42.06872     0.01875     9.45249     0.62181     1.50931     0.72616   -57.09650     0.44012     1.02600     0.72577     2.68174
 1399     3    203.96506    27.86684     0.02623    10.07668     0.47688     2.34416     0.19137   -70.58050     0.29434     1.09100     0.34503     3.36739
 1407     4    244.37985    24.28993     0.06669    10.74092     0.50963     4.58140     0.76605   -43.07260     0.55508     2.84070     1.77136    12.44487
 1408     3    194.17656    27.54825     0.02530     9.34949     0.55632     1.91260     0.36864   -17.66960     0.53586     0.88070     1.47028     3.90082
 1412     2    260.74670    60.55929     0.02051     9.97058     0.48772     1.74948     0.52917   -26.91120     0.76989     4.08040     1.48525     2.37698
 1413     2    230.50829    31.23306     0.03128    10.43753     0.50516     2.49058     0.31758    77.76130     0.56363     1.86300     1.28321     4.41032
 1414     4    204.25240    43.42558     0.04356    10.04277     0.57687     6.05667     0.59196   -86.33140     0.25194     1.00000     6.11442     5.92628
 1421     2    194.85757    28.18699     0.02575     9.44561     0.53267     1.03881     0.92889    57.89240     0.59532     3.49330     0.49979     2.21951
 1424     2    203.52573    39.68838     0.04571    10.20313     0.45601     2.02727     0.63887   -54.11740     0.79600     5.00500     1.64226     3.80133
 1427     1    206.14424    23.79661     0.02772    10.20697     0.47771     2.66395     0.95727    57.80770     0.61669     3.66160     1.17624     7.23373
 1428     2    317.50220    11.51065     0.01675     9.47157     0.42476     1.04886     0.75874    45.61290     0.58302     1.33830     0.66902     2.43866
 1432     2    182.85736    44.43602     0.02312     9.53471     0.59424     1.14102     0.85110   -39.04060     0.62413     0.89310     0.80280     3.71832
 1433     1    116.77161    30.93682     0.05795    10.32469     0.44917     7.45195     0.94341   -14.19510     0.32459     5.68990     2.47294     9.54972
 1434     2    227.17757    28.17116     0.02646     9.95417     0.58073     1.69275     0.59830   -67.00060     0.93771     4.93160     1.85455     0.74133
 1436     2    122.46516    20.42937     0.04504     9.98976     0.45385     1.29263     0.49713    30.15070     0.46740     6.06370     0.49741     2.57178
 1438     2    240.61827    44.54145     0.02069     9.56224     0.54699     1.52551     0.51532   -12.36110     0.22446     1.60900     0.20362     2.07701
 1441     2    202.62835    32.62371     0.03691     9.66352     0.63495     1.55899     0.73759   -20.74570     0.33239     0.17130     1.41060     1.71827
 1442     1    139.21048    43.71867     0.02930    10.37600     0.54271     4.21268     0.88985   -50.12600     0.73768     6.99240     8.20514     2.07344
 1447     2    218.26899    51.52231     0.02589     9.43420     0.53585     1.79526     0.91784    33.48280     0.39465     6.92310     1.23171     2.13562
 1449     2    118.66022    42.54411     0.03178     9.92582     0.53914     1.16623     0.93365   -24.58590     0.42459     3.71410     0.55328     1.69369
 1455     2    116.84779    39.19593     0.02556     9.82692     0.52849     1.58461     0.61667    52.09910     0.83228     2.10700     1.60668     1.97959
 1456     2    165.09527    44.95720     0.02140     9.45088     0.50396     0.58256     0.64213    11.56060     0.61088     1.97360     0.50193     0.95084
 1461     2    242.28393    47.63608     0.03806     9.63279     0.53612     0.99329     0.30463   -10.37960     0.56812     6.52730     0.48592     1.44234
 1462     3    218.11325    52.73839     0.04462     9.97240     0.45608     3.81245     0.20567    85.53500     0.36838     0.93500     1.04058     6.38612
 1463     2     45.99743     0.42638     0.04090     9.66719     0.46572     1.62371     0.61228    34.70470     0.24370     8.00000     0.90627     1.98127
 1464     2    195.04641    28.06525     0.02453     9.26797     0.49081     1.52763     0.82945   -38.13030     0.86088     2.02540     1.58174     1.68795
 1467     2    225.10420    43.28701     0.03125    10.31688     0.45681     2.27541     0.66443    -3.17460     0.47720     2.01130     1.13354     3.66060
 1468     2    165.15396    44.09751     0.03646    10.45595     0.47750     2.98520     0.35857   -76.44610     0.32665     0.74120     0.66965     4.99430
 1472     3    116.76397    46.53448     0.02751     9.31788     0.58328     1.42554     0.50734    71.93070     0.38664     0.25430     1.51275     1.70070
 1473     2    195.05360    28.07550     0.02502    10.04732     0.49829     1.79996     0.64670    45.52580     0.87237     4.10750     1.56611     4.26742
 1474     2    200.28170    48.69775     0.04547    10.13011     0.51926     1.87266     0.79300    44.44130     0.94086     5.63330     1.64427     8.89405
 1475     2    196.75506    46.30943     0.02444     9.88143     0.42002     1.44344     0.45694    13.50720     0.67195     0.99800     1.01814     4.94763
